OBJECTID,OFT_1,STREET_O_N,STREET_F_N,STREET_T_N,NETWORK,BRANCH,SECTION,PAVEMENT,BASE,CONST_YR,RENOVATION,SEALCOAT_Y,SEALCOAT_C,OVERLAY_YR,PCI,PCI_BRANCH,LENGTH,COMMENTS_1,COMMENTS_2,INSPECTION,REFNO_ALL,join_X,join_Y,join_Objectid,join_Call_Taken,join_Location,join_Latitude,join_Longitude,join_Ward,join_Community,join_Neighborho,join_Tow_Zone,join_Day,join_Snow_Emerg,distance
"8421",3335M55EM55W,THEODORE WIRTH PKWY,OLSON MEMORIAL HWY,OLSON MEMORIAL HWY,PRKBD,TWIRTH,1A,ASPHALT9,S.GRAN.MAT.,"1975","1999","2000","1",,"74",,"69",,,2011-11-23T00:00:00.000Z,"11551",-93.317082,44.98723,"1349",2019-02-13T00:00:00.000Z,900 WASHBURN AVE N,44.98723,-93.317082,"5",Near North,Willard - Hay,"1","2",Westminster,0.0115334410955562
"8422","252030072911",OLSON MEMORIAL HWY FRTG RD N,THOMAS AVE N,SHERIDAN AVE N,LOCAL,OLNFR,"6",ASPHALT,UNKNOWN,"1984",,,,,"68",,"334",,,2010-09-28T00:00:00.000Z,"10484",-93.313448,44.98511,"2075",2019-02-14T00:00:00.000Z,619 THOMAS AVE N,44.98511,-93.313448,"5",Near North,Willard - Hay,"1","3",Westminster,0.000544084887431079
"8423","131133063209",SOUTH CEDAR LAKE RD,WASHBURN AVE S,VINCENT AVE S,RES,"2989","20",ASPHALT7m,S.GRAN.MAT.,"1973","2005","2006","1",,,"89","200",,,2014-06-03T00:00:00.000Z,"11283",-93.312124,44.976147,"2253",2019-02-14T00:00:00.000Z,33 SHERIDAN AVE N,44.976147,-93.312124,"7",Calhoun Isle,Bryn - Mawr,"3","3",Westminster,0.00791658385509636
"8424","131132093332",SOUTH CEDAR LAKE RD,VINCENT AVE S,SOUTH WAYZATA BLVD,RES,"2989","20",ASPHALT7m,S.GRAN.MAT.,"1973","2005","2006","1",,,"89","339",,,2014-06-03T00:00:00.000Z,"11284",-93.312124,44.976147,"2253",2019-02-14T00:00:00.000Z,33 SHERIDAN AVE N,44.976147,-93.312124,"7",Calhoun Isle,Bryn - Mawr,"3","3",Westminster,0.00697064851671717
"8425","131129122824",SOUTH CEDAR LAKE RD,SHERIDAN AVE S,RUSSELL AVE S,RES,"2659",21A,ASPHALT7m,S.GRAN.MAT.,"1973",,,,"2010",,"90","439",,,2013-07-18T00:00:00.000Z,"11287",-93.309619,44.975372,"1727",2019-02-14T00:00:00.000Z,2217 HAWTHORNE AVE W,44.975372,-93.309619,"7",Calhoun Isle,Bryn - Mawr,"3","3",Westminster,0.00297715913959774
"8426","007622270261",7TH ST NE,LOWRY AVE NE,26TH AVE NE,RES,"2751",2A,ASPHALT7,CRUSH.CONC,"1987",,"2000","3",,,"72","680",,,2014-07-30T00:00:00.000Z,"862",-93.259149,45.012949,"2959",2019-02-13T00:00:00.000Z,2430 6TH ST NE,45.012949,-93.259149,"1",Northeast,Holland,"2","2",Westminster,0.00148516824817221
"8427",1222R81S0290,WEST BROADWAY,COUNTY 81 S RAMP,29TH AVE N,CSAH,"081","1",ASPHALT9,CLASS 5,"2005",,,,,,,"528",,,,"12157",-93.315522,45.009874,"922",2019-02-13T00:00:00.000Z,2752 VINCENT AVE N,45.009874,-93.315522,"4",Near North,Willard - Hay,"1","2",Westminster,0.000170366226866909
"8428","135218221703",CURRIE AVE W,HUMBOLDT AVE N,GIRARD AVE N,RES,"2877","5",ASPHALT9,CRUSH.CONC,"1994",,"1995","1",,,"76","259",,,2013-06-11T00:00:00.000Z,"7552",-93.298206,44.979886,"4113",2019-02-13T00:00:00.000Z,258 HUMBOLDT AVE N,44.979886,-93.298206,"5",Near North,Harrison,"3","2",Westminster,0.00188528652736936
"8429","132602240214",CHICAGO AVE,22ND ST E,21ST ST E,MSA,"165",7B,ASPHALT9,CLASS 5,"2009",,"2011","1",,"100",,"328","Pavement Exception: 26th - 25th St was built in 2008, see plan SAP165-031.",,2009-11-01T00:00:00.000Z,"7278",-93.262288,44.961883,"3600",2019-02-13T00:00:00.000Z,804 21ST ST E,44.961883,-93.262288,"6",Phillips,Ventura Village,"3","2",Westminster,0.000286611977870471
"8430","132601740164",CHICAGO AVE,17TH ST E,16TH ST E,MSA,"165","8",ASPHALT9,CLASS 5,"2010",,"2011","1",,"100",,"319",,,2010-11-01T00:00:00.000Z,"7284",-93.26257,44.966961,"2673",2019-02-14T00:00:00.000Z,801 17TH ST E,44.966961,-93.26257,"6",Central,Elliot Park,"3","3",Westminster,1.56553478825223e-05
"8431","132601540154",CHICAGO AVE,15TH ST E,15TH ST E,MSA,"165","8",ASPHALT9,CLASS 5,"2010",,"2011","1",,"100",,"21",,,2010-11-01T00:00:00.000Z,"7286",-93.26238,44.967871,"2108",2019-02-14T00:00:00.000Z,811 15TH ST E,44.967871,-93.26238,"6",Central,Elliot Park,"3","3",Westminster,0.000210885904637078
"8432","019330034940",19TH AVE SE,TALMAGE AVE SE,CUL-DE-SAC,RES,"2584","3",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","239",,,2012-07-13T00:00:00.000Z,"1900",-93.225995,44.989746,"2884",2019-02-13T00:00:00.000Z,1818 TALMAGE AVE SE,44.989746,-93.225995,"1",University,Como,"4","2",Westminster,0.000421887182110083
"8433","132600870077",CHICAGO AVE,8TH ST S,7TH ST S,MSA,"165","10",ASPHALT9,UNKNOWN,"1974",,"2011","2",,"55",,"406",,,2007-07-20T00:00:00.000Z,"7291",-93.259492,44.970179,"540",02/14/2019 11:53am,"845 10th ave n,Minneapolis,MN",44.970179,-93.259492,"6",Central,Elliot Park,"3","3",Westminster,0.00276971138542108
"8434","141604090399",DREW AVE S,40TH ST W,39TH ST W,RES,"2599","2",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2012",,"100","659",,,2012-11-01T00:00:00.000Z,"7690",-93.326472,44.931841,"4401",2019-02-13T00:00:00.000Z,3924 DREW AVE S,44.931841,-93.326472,"13",Southwest,Linden Hills,"5","2",Westminster,1.59565078081251e-05
"8435","141603990389",DREW AVE S,39TH ST W,38TH ST W,RES,"2599","2",ASPHALT7,CEM.ST.SOIL,"1968",,,,"2012",,"100","618",,,2012-11-01T00:00:00.000Z,"7691",-93.326472,44.931841,"4401",2019-02-13T00:00:00.000Z,3924 DREW AVE S,44.931841,-93.326472,"13",Southwest,Linden Hills,"5","2",Westminster,0.000508856888522837
"8436","151319030080",ELWOOD AVE N,IRVING AVE N,8TH AVE N,RES,"2624","8",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","530",,,2012-11-01T00:00:00.000Z,"8039",-93.301392,44.986123,"4004",2019-02-13T00:00:00.000Z,722 ELWOOD AVE N,44.986123,-93.301392,"5",Near North,Near - North,"1","2",Westminster,0.000121928059698849
"8437","151716191401",ERIE ST SE,FULTON ST SE,DARTMOUTH AVE,RES,"2809","7",ASPHALT7m,CRUSH.CONC,"1991",,"2005","2",,,"73","869",,,2013-06-06T00:00:00.000Z,"8125",-93.22429,44.968908,"2805",2019-02-14T00:00:00.000Z,635 ERIE ST SE,44.968908,-93.22429,"2",University,Prospect Park - East River Road,"4","3",Westminster,9.27785660395884e-07
"8438","054914161327",54TH ST W,DREW AVE S,CHOWEN AVE S,RES,2612S,"8",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","330",,,2013-09-19T00:00:00.000Z,"6093",-93.322666,44.907802,"4125",2019-02-13T00:00:00.000Z,5240 ABBOTT AVE S,44.907802,-93.322666,"13",Southwest,Fulton,"5","2",Westminster,0.00356242648122456
"8439","041205240514",41ST AVE S,52ND ST E,51ST ST E,RES,"2730","2",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","660",,,2013-07-26T00:00:00.000Z,"4641",-93.211531,44.912624,"761",2019-02-12T00:00:00.000Z,4301 50TH ST E,44.912624,-93.211531,"12",Nokomis,Minnehaha,"6","1",Westminster,0.00298809610021148
"8440","041205040494",41ST AVE S,50TH ST E,49TH ST E,RES,"2730","2",ASPHALT7m,S.GRAN.MAT.,"1982",,"2006","3",,,"69","495",,,2013-07-26T00:00:00.000Z,"4643",-93.211531,44.912624,"761",2019-02-12T00:00:00.000Z,4301 50TH ST E,44.912624,-93.211531,"12",Nokomis,Minnehaha,"6","1",Westminster,0.00236655525568444
"8441","041204540444",41ST AVE S,45TH ST E,44TH ST E,RES,"2665","3",CONCRETE7,S.GRAN.MAT.,"1975",,,,,,"76","661",,,2014-08-21T00:00:00.000Z,"4645",-93.215306,44.924362,"2058",2019-02-14T00:00:00.000Z,4331 40TH AVE S,44.924362,-93.215306,"12",Longfellow,Hiawatha,"6","3",Westminster,0.00161787594973666
"8442","041204340424",41ST AVE S,43RD ST E,42ND ST E,RES,"2665","3",CONCRETE7,S.GRAN.MAT.,"1975",,,,,,"76","661",,,2014-08-21T00:00:00.000Z,"4647",-93.215234,44.924574,"3494",2019-02-13T00:00:00.000Z,4316 40TH AVE S,44.924574,-93.215234,"12",Longfellow,Hiawatha,"6","2",Westminster,0.00134472179473536
"8443","041204040394",41ST AVE S,40TH ST E,39TH ST E,RES,"2670","7",ASPHALT7,CLASS 2,"1977",,,,"2008",,"91","661",,,2014-06-05T00:00:00.000Z,"4650",-93.217179,44.932394,"2235",2019-02-14T00:00:00.000Z,3817 39TH ST E,44.932394,-93.217179,"12",Longfellow,Howe,"6","3",Westminster,0.0031349329963934
"8444","041203840374",41ST AVE S,38TH ST E,37TH ST E,RES,"2688","10",ASPHALT7,CLASS 2,"1978",,"2000","3",,,"68","580",,,2012-10-11T00:00:00.000Z,"4652",-93.216616,44.937237,"2147",2019-02-14T00:00:00.000Z,3619 40TH AVE S,44.937237,-93.216616,"12",Longfellow,Howe,"6","3",Westminster,0.00292979071215083
"8445","041203640354",41ST AVE S,36TH ST E,35TH ST E,RES,"2688","10",ASPHALT7,CLASS 2,"1978",,"2000","3",,,"68","658",,,2012-10-11T00:00:00.000Z,"4654",-93.214027,44.940084,"2635",2019-02-14T00:00:00.000Z,3443 41ST AVE S,44.940084,-93.214027,"12",Longfellow,Howe,"6","3",Westminster,0.000424477641738943
"8446","041202940284",41ST AVE S,29TH ST E,28TH ST E,RES,"2789","5",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","659",,,2014-08-13T00:00:00.000Z,"4661",-93.213888,44.948822,"2677",2019-02-14T00:00:00.000Z,2945 41ST AVE S,44.948822,-93.213888,"2",Longfellow,Cooper,"4","3",Westminster,0.00134465277056794
"8447","041202841412",41ST AVE S,28TH ST E,DORMAN AVE,RES,"2789","5",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","570",,,2014-08-13T00:00:00.000Z,"4662",-93.213888,44.948822,"2677",2019-02-14T00:00:00.000Z,2945 41ST AVE S,44.948822,-93.213888,"2",Longfellow,Cooper,"4","3",Westminster,0.00315017105017616
"8448","012027022610",12TH AVE N,QUEEN AVE N,PENN AVE N,RES,"2667","12",ASPHALT7m,S.GRAN.MAT.,"1975",,"1995","3",,,"63","343",,,2013-07-23T00:00:00.000Z,"1201",-93.307037,44.990497,"2231",2019-02-14T00:00:00.000Z,1223 OLIVER AVE N,44.990497,-93.307037,"5",Near North,Near - North,"1","3",Westminster,0.00145067618503315
"8449","051015151417",51ST AVE N,EMERSON AVE N,DUPONT AVE N,MSA,"373","1",ASPHALT,CRUSH.ROCK,"1993",,"2010","2",,"84",,"332",Sealcoat Exception: I-94 TO WASHINGTON AVE N WAS NOT SEALCOATED IN 2010.,,2009-11-02T00:00:00.000Z,"5756",-93.29409,45.047478,"2073",2019-02-14T00:00:00.000Z,5039 DUPONT AVE S,45.047478,-93.29409,"4",Camden,Lind - Bohanon,"1","3",Westminster,4.63713121539395e-05
"8450","056402120222",56TH ST E,21ST AVE S,22ND AVE S,RES,"2627","15",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","321",,,2014-08-05T00:00:00.000Z,"6200",-93.239958,44.901151,"2119",2019-02-14T00:00:00.000Z,5611 STANDISH AVE S,44.901151,-93.239958,"11",Nokomis,Wenonah,"6","1",Westminster,0.00129920189986539
"8451",0071CDSW2802,7TH AVE NE,CUL-DE-SAC (W),RAMSEY ST NE,LOCAL,07AVNE,"1",ASPHALT7,CRUSH.CONC,"1982",,"1998","2",,"70",,"363",,,2011-10-31T00:00:00.000Z,"827",-93.266943,44.996304,"1675",2019-02-13T00:00:00.000Z,118 9TH AVE NE,44.996304,-93.266943,"3",Northeast,St. Anthony West,"2","2",Westminster,0.00261922845222057
"8452","056429220232",56TH ST E,STANDISH AVE,23RD AVE S,RES,"2627","15",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","314",,,2014-08-05T00:00:00.000Z,"6203",-93.239958,44.901151,"2119",2019-02-14T00:00:00.000Z,5611 STANDISH AVE S,44.901151,-93.239958,"11",Nokomis,Wenonah,"6","1",Westminster,0.000493852353326693
"8453","056402320242",56TH ST E,23RD AVE S,24TH AVE S,RES,"2627","15",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","329",,,2014-08-05T00:00:00.000Z,"6204",-93.239958,44.901151,"2119",2019-02-14T00:00:00.000Z,5611 STANDISH AVE S,44.901151,-93.239958,"11",Nokomis,Wenonah,"6","1",Westminster,0.00134496249077141
"8454","056402520262",56TH ST E,25TH AVE S,26TH AVE S,RES,"2627","15",ASPHALT7m,CLASS 3,"1972",,,,"2011",,"88","330",,,2014-08-05T00:00:00.000Z,"6206",-93.233912,44.901329,"394",02/13/2019 07:22pm,"5608 27th Ave S,Minneapolis,MN",44.901329,-93.233912,"11",Nokomis,Wenonah,"6","2",Westminster,0.00103959219998426
"8455","056402920302",56TH ST E,29TH AVE S,30TH AVE S,RES,2617E,"8",ASPHALT7m,CLASS 3,"1970",,"1994","3",,,"70","328",,,2013-08-16T00:00:00.000Z,"6210",-93.23363,44.901257,"3622",2019-02-13T00:00:00.000Z,5608 27TH AVE S,44.901257,-93.23363,"11",Nokomis,Wenonah,"6","2",Westminster,0.00260175831588618
"8456","056424070312",56TH ST E,NOKOMIS AVE S,31ST AVE S,RES,"2790","8",ASPHALT7,CRUSH.CONC,"1988",,"1998","2",,,"71","331",,,2013-09-23T00:00:00.000Z,"6212",-93.226864,44.900362,"2269",2019-02-14T00:00:00.000Z,3111 57TH ST E,44.900362,-93.226864,"11",Nokomis,Wenonah,"6","3",Westminster,0.00142433712601392
"8457",1352DEDW1103,CURRIE AVE W,DEAD END (W),ALDRICH AVE N,LOCAL,CURIE,"1",CONCRETE,UNKNOWN,"1990",,,,,"31",,"314",,,2013-04-30T00:00:00.000Z,"7553",-93.29246,44.976911,"900",2019-02-13T00:00:00.000Z,424 2ND AVE SE,44.976911,-93.29246,"7",Calhoun Isle,Bryn - Mawr,"3","2",Westminster,0.00199322390759308
"8458","140202890299",DEAN PKWY,28TH ST W,29TH ST W,PRKBD,DEANPK,1SB,ASPHALT9,S.GRAN.MAT.,"1973","1997","2014","2",,"79",,"328",,,2011-11-10T00:00:00.000Z,"7559",-93.318558,44.951543,"4572",2019-02-14T00:00:00.000Z,2815 XERXES AVE S,44.951543,-93.318558,"7",Calhoun Isle,Cedar - Isles - Dean,"3","3",Westminster,0.00136824229640484
"8459","152102891309",EWING AVE S,28TH ST W,CEDAR LAKE AVE,RES,"2618","2",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"73","860",,,2013-09-11T00:00:00.000Z,"8158",-93.327498,44.9529,"4669",2019-02-14T00:00:00.000Z,2721 EWING AVE S,44.9529,-93.327498,"7",Calhoun Isle,Cedar - Isles - Dean,"3","3",Westminster,2.88178601881013e-05
"8460","160102130223",FAIRMOUNT ST,21ST AVE SE,22ND AVE SE,RES,"2584","13",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"78","331",,,2012-07-13T00:00:00.000Z,"8171",-93.221626,44.986101,"4503",2019-02-14T00:00:00.000Z,2203 FAIRMOUNT ST SE,44.986101,-93.221626,"2",University,Como,"4","3",Westminster,2.79564436784876e-05
"8461","121402840274",BLOOMINGTON AVE,28TH ST E,27TH ST E,MSA,"160","7",ASPHALT9,UNKNOWN,"1973",,"2013","3",,"66",,"652",,,2011-08-25T00:00:00.000Z,"6846",-93.251478,44.952955,"373",02/13/2019 03:25pm,"2718 16TH AV S,Minneapolis,MN",44.952955,-93.251478,"9",Phillips,East Phillips,"3","2",Westminster,0.00098917439258211
"8462","013123040026",13TH AVE NE,MAIN ST NE,2ND ST NE,MSA,"374","1",CONCRETE,UNKNOWN,"1973",,,,,"59",,"395",,,2010-06-28T00:00:00.000Z,"1287",-93.266906,45.000932,"777",2019-02-12T00:00:00.000Z,158 13TH AVE NE,45.000932,-93.266906,"3",Northeast,Sheridan,"2","1",Westminster,2.32226547250062e-05
"8463","121402240214",BLOOMINGTON AVE,22ND ST E,21ST ST E,MSA,"160","7",ASPHALT9,UNKNOWN,"1973",,"2013","3",,"66",,"326",,,2011-08-25T00:00:00.000Z,"6852",-93.253488,44.961777,"4249",2019-02-13T00:00:00.000Z,2102 15TH AVE S,44.961777,-93.253488,"6",Phillips,Ventura Village,"3","2",Westminster,0.0011617181587971
"8464","121603420382",BOARDMAN ST,34TH AVE S,38TH AVE S,RES,"2790","10",ASPHALT7,CRUSH.CONC,"1988",,"1998","2",,,"71","1322",,,2013-09-23T00:00:00.000Z,"6855",-93.221703,44.902193,"3067",2019-02-13T00:00:00.000Z,5544 35TH AVE S,44.902193,-93.221703,"12",Nokomis,Morris Park,"6","2",Westminster,0.00228133108898311
"8465","418022290055",18 1/2 AVE N,LYNDALE AVE N,5TH ST N,LOCAL,185AN,"1",CONCRETE,UNKNOWN,"1940",,,,,"17",,"605","Pavement Exception: The east +/- 180' of this sec. is asph. built in 1982, see plan C9218.",,2010-09-22T00:00:00.000Z,"1831",-93.285397,44.997233,"650",02/14/2019 02:27pm,"421 18th Ave. N.,Minneapolis,MN",44.997233,-93.285397,"5",Near North,Near - North,"1","3",Westminster,0.000889148686267205
"8466",2835CDSN0274,WEST RIVER PKWY S,CUL-DE-SAC (N),27TH ST E,RES,"2789","15",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","274",,,2014-08-13T00:00:00.000Z,"12334",-93.209751,44.957046,"746",2019-02-12T00:00:00.000Z,225 ST. ANTHONY AVE SE,44.957046,-93.209751,"2",University,Prospect Park - East River Road,"4","1",Westminster,0.00457449278996457
"8467","122700750120",BRYANT AVE N,7TH ST N,12TH AVE N,LOCAL,BRYAN,"2",ASPH/CONC,UNKNOWN,"1981",,"1985","1",,"50",,"456",,,2010-10-12T00:00:00.000Z,"6931",-93.291369,44.990185,"3053",2019-02-13T00:00:00.000Z,1124 BRYANT AVE N,44.990185,-93.291369,"5",Near North,Near - North,"1","2",Westminster,0.000313547760646488
"8468","012012271103",12TH AVE N,BRYANT AVE N,ALDRICH AVE N,LOCAL,12AVN,"2",ASPHALT9,S.GRAN.MAT.,"1981",,"1985","1",,"69",,"379",,,2011-12-02T00:00:00.000Z,"1210",-93.290045,44.99085,"4751",2019-02-14T00:00:00.000Z,809 12TH AVE N,44.99085,-93.290045,"5",Near North,Near - North,"1","3",Westminster,1.88070584427325e-05
"8469","122700400050",BRYANT AVE N,4TH AVE N,5TH AVE N,RES,"9746","16",ASPHALT7m,CRUSH.CONC,"2005",,,,,,"87","400",,,2010-05-14T00:00:00.000Z,"6925",-93.290866,44.982912,"4005",2019-02-13T00:00:00.000Z,500 BRYANT AVE N,44.982912,-93.290866,"5",Near North,Sumner - Glenwood,"3","2",Westminster,0.000167962477331341
"8470","015014171227",15TH AVE N,DUPONT AVE N,BRYANT AVE N,RES,"2626","6",ASPHALT7m,S.GRAN.MAT.,"1971",,"2008","5",,,"74","416",,,2014-07-16T00:00:00.000Z,"1480",-93.291302,44.995048,"614",02/14/2019 01:26pm,"915 16th Ave. N.,Minneapolis,MN",44.995048,-93.291302,"5",Near North,Near - North,"1","3",Westminster,0.000847368866795851
"8471","123801401239",BOARDWALK AVE,14TH AVE N,BOARDWALK PL,PRIVAT,"-","-",UNKNOWN,UNKNOWN,,,,,,,,"432",,,,"6858",-93.28969,44.991102,"3023",2019-02-13T00:00:00.000Z,1208 ALDRICH AVE N,44.991102,-93.28969,"5",Near North,Near - North,"1","2",Westminster,0.00122535793881659
"8472","122701500160",BRYANT AVE N,15TH AVE N,16TH AVE N,RES,"2626","5",ASPHALT7m,S.GRAN.MAT.,"1971",,"2008","5",,,"74","363",,,2014-07-16T00:00:00.000Z,"6932",-93.291302,44.995048,"614",02/14/2019 01:26pm,"915 16th Ave. N.,Minneapolis,MN",44.995048,-93.291302,"5",Near North,Near - North,"1","3",Westminster,0.000246095560255179
"8473","122701600170",BRYANT AVE N,16TH AVE N,17TH AVE N,RES,"2626","5",ASPHALT7m,S.GRAN.MAT.,"1971",,"2008","5",,,"74","396",,,2014-07-16T00:00:00.000Z,"6933",-93.291302,44.995048,"614",02/14/2019 01:26pm,"915 16th Ave. N.,Minneapolis,MN",44.995048,-93.291302,"5",Near North,Near - North,"1","3",Westminster,0.000308063210133305
"8474","321225153007",VICTORY MEMORIAL DR,OSSEO RD,THOMAS AVE N,RES,"2615","19",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"86","583",,,2013-06-05T00:00:00.000Z,"11871",-93.313166,45.038433,"3321",2019-02-13T00:00:00.000Z,2704 46TH AVE N,45.038433,-93.313166,"4",Camden,Victory,"1","2",Westminster,0.00111824266817376
"8475","321230073106",VICTORY MEMORIAL DR,THOMAS AVE N,UPTON AVE N,RES,"2615","19",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"86","327",,,2013-06-05T00:00:00.000Z,"11872",-93.313166,45.038433,"3321",2019-02-13T00:00:00.000Z,2704 46TH AVE N,45.038433,-93.313166,"4",Camden,Victory,"1","2",Westminster,0.00151618461173104
"8476","321232083307",VICTORY MEMORIAL DR,VINCENT AVE N,WASHBURN AVE N,RES,"2615","19",CONCRETE7,S.GRAN.MAT.,"1970",,,,,,"86","326",,,2013-06-05T00:00:00.000Z,"11874",-93.31808,45.039234,"2707",2019-02-14T00:00:00.000Z,4553 WASHBURN AVE N,45.039234,-93.31808,"4",Camden,Victory,"1","3",Westminster,0.00187568340842886
"8477",01912402C88S,19TH AVE NE,NEW BRIGHTON BLVD,NEW BRIGHTON BLVD,RES,"2649","12",CONCRETE7,S.GRAN.MAT.,"1973",,,"0",,,"73","137",,,2012-07-12T00:00:00.000Z,"1869",-93.230743,45.006464,"4182",2019-02-13T00:00:00.000Z,1814 CLEVELAND ST NE,45.006464,-93.230743,"1",Northeast,Windom Park,"2","2",Westminster,0.00574150084480464
"8478","045025072403",45TH AVE N,OLIVER AVE N,NEWTON AVE N,RES,"2725","10",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","325",,,2011-06-21T00:00:00.000Z,"5154",-93.306558,45.035462,"2573",2019-02-14T00:00:00.000Z,4407 NEWTON AVE N,45.035462,-93.306558,"4",Camden,Webber - Camden,"1","3",Westminster,0.00121837655515615
"8479","045022212105",45TH AVE N,LOGAN AVE N,KNOX AVE N,RES,"2725","10",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","327",,,2011-06-21T00:00:00.000Z,"5157",-93.30394,45.036631,"2546",2019-02-14T00:00:00.000Z,4433 LOGAN AVE N,45.036631,-93.30394,"4",Camden,Webber - Camden,"1","3",Westminster,2.7256934641567e-05
"8480","045021052002",45TH AVE N,KNOX AVE N,JAMES AVE N,RES,"2725","10",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","325",,,2011-06-21T00:00:00.000Z,"5158",-93.30394,45.036631,"2546",2019-02-14T00:00:00.000Z,4433 LOGAN AVE N,45.036631,-93.30394,"4",Camden,Webber - Camden,"1","3",Westminster,0.00110670752590376
"8481","045019031822",45TH AVE N,IRVING AVE N,HUMBOLDT AVE N,RES,"2725","10",ASPHALT7m,S.GRAN.MAT.,"1979",,"1999","3",,,"70","326",,,2011-06-21T00:00:00.000Z,"5160",-93.298422,45.035221,"4797",2019-02-14T00:00:00.000Z,4357 HUMBOLDT AVE N,45.035221,-93.298422,"4",Camden,Webber - Camden,"1","3",Westminster,0.00153653796822494
"8482","232305440534",MINNEHAHA AVE,54TH ST E,53RD ST E,LOCAL,MINNAV,"1",ASPHALT,UNKNOWN,"2002",,,,,"100",,"887",,,2002-11-01T00:00:00.000Z,"9946",-93.205057,44.905952,"2380",2019-02-14T00:00:00.000Z,5335 48TH AVE S,44.905952,-93.205057,"12",Nokomis,Minnehaha,"6","1",Westminster,0.000982312889076481
"8483","056403720382",56TH ST E,37TH AVE S,38TH AVE S,MSA,"324","1",ASPH/CONC,GRAVEL,"1962",,"2011","3",,"67",,"330",,,2013-09-03T00:00:00.000Z,"6219",-93.220236,44.901527,"3999",2019-02-13T00:00:00.000Z,5604 36TH AVE S,44.901527,-93.220236,"12",Nokomis,Morris Park,"6","2",Westminster,0.00115641819339523
"8484","056404020412",56TH ST E,40TH AVE S,41ST AVE S,MSA,"324","1",ASPH/CONC,GRAVEL,"1962",,"2011","3",,"67",,"330",,,2013-09-03T00:00:00.000Z,"6222",-93.2144,44.904492,"2732",2019-02-14T00:00:00.000Z,4017 BOARDMAN ST E,44.904492,-93.2144,"12",Nokomis,Morris Park,"6","3",Westminster,0.00273536847963378
"8485","056404420452",56TH ST E,44TH AVE S,45TH AVE S,RES,"2738","8",ASPHALT7,CRUSH.CONC,"1987",,"1996","2",,,"64","330",,,2013-08-02T00:00:00.000Z,"6226",-93.208816,44.901597,"4438",2019-02-13T00:00:00.000Z,5612 45TH AVE S,44.901597,-93.208816,"12",Nokomis,Morris Park,"6","2",Westminster,0.000191897400510408
"8486","056934023306",56TH ST W,XERXES AVE S,WASHBURN AVE S,RES,"2755","12",ASPHALT7,CRUSH.CONC,"1982",,,,"2012",,"100","330",,,2012-11-01T00:00:00.000Z,"6228",-93.317565,44.897159,"4233",2019-02-13T00:00:00.000Z,5824 WASHBURN AVE S,44.897159,-93.317565,"13",Southwest,Armatage,"5","2",Westminster,0.00444845482281581
"8487","056931073008",56TH ST W,UPTON AVE S,THOMAS AVE S,RES,"2755","12",ASPHALT7,CRUSH.CONC,"1982",,,,"2012",,"100","329",,,2012-11-01T00:00:00.000Z,"6231",-93.312491,44.90217,"4054",2019-02-13T00:00:00.000Z,5530 CUMBERLAND RD,44.90217,-93.312491,"13",Southwest,Armatage,"5","2",Westminster,0.00137570071166864
"8488","042205541216",42ND AVE S,55TH ST E,BOARDMAN ST,MSA,"259","1",ASPHALT7,CRUSH.CONC,"1987",,"2004","2",,"31",,"331",,,2012-11-16T00:00:00.000Z,"4767",-93.2144,44.904492,"2732",2019-02-14T00:00:00.000Z,4017 BOARDMAN ST E,44.904492,-93.2144,"12",Nokomis,Morris Park,"6","3",Westminster,0.00169872333589234
"8489","042204440434",42ND AVE S,44TH ST E,43RD ST E,MSA,"258","1",CONCRETE7,S.GRAN.MAT.,"1975",,,,,"78",,"661",,,2013-09-19T00:00:00.000Z,"4777",-93.215234,44.924574,"3494",2019-02-13T00:00:00.000Z,4316 40TH AVE S,44.924574,-93.215234,"12",Longfellow,Hiawatha,"6","2",Westminster,0.00248027182404627
"8490","042204140404",42ND AVE S,41ST ST E,40TH ST E,MSA,"258","2",ASPHALT9,UNKNOWN,"1972",,"2008","3",,"62",,"662",,,2013-09-19T00:00:00.000Z,"4780",-93.208949,44.926274,"4217",2019-02-13T00:00:00.000Z,4220 45TH AVE S,44.926274,-93.208949,"12",Longfellow,Hiawatha,"6","2",Westminster,0.00458518462117052
