X,Y,Objectid,Call_Taken,Location,Latitude,Longitude,Ward,Community,Neighborho,Tow_Zone,Day,Snow_Emerg,join_OBJECTID,join_OFT_1,join_STREET_O_N,join_STREET_F_N,join_STREET_T_N,join_NETWORK,join_BRANCH,join_SECTION,join_PAVEMENT,join_BASE,join_CONST_YR,join_RENOVATION,join_SEALCOAT_Y,join_SEALCOAT_C,join_OVERLAY_YR,join_PCI,join_PCI_BRANCH,join_LENGTH,join_COMMENTS_1,join_COMMENTS_2,join_INSPECTION,join_REFNO_ALL,distance
-93.291781,45.00683,"4106",2019-02-13T00:00:00.000Z,2630 COLFAX AVE N,45.00683,-93.291781,"5",Near North,Hawthorne,"1","2",Westminster,"2412","133902600270",COLFAX AVE N,26TH AVE N,27TH AVE N,RES,"2883","2",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","656",,,2011-06-08T00:00:00.000Z,"7406",3.25738336679762e-06
-93.31473,44.925325,"4107",2019-02-13T00:00:00.000Z,4246 UPTON AVE S,44.925325,-93.31473,"13",Southwest,Linden Hills,"5","2",Westminster,"11585","310729120429",UPTON AVE S,SHERIDAN AVE S,42ND ST W,RES,"2599","22",ASPHALT7,BIT.ST.SOIL,"1968",,,,"2012",,"100","711",,,2012-11-01T00:00:00.000Z,"11819",7.63107014224484e-05
-93.25502,44.95832,"4108",2019-02-13T00:00:00.000Z,2418 14TH AVE S,44.95832,-93.25502,"9",Phillips,Midtown Phillips,"3","2",Westminster,"5918","014202540244",14TH AVE S,25TH ST E,24TH ST E,RES,"2985","8",ASPHALT7m,S.GRAN.MAT.,"1972","2003","2004","1",,,"76","650",,,2014-06-26T00:00:00.000Z,"1439",6.16421083797099e-05
-93.29886,44.986162,"4109",2019-02-13T00:00:00.000Z,720 8TH AVE N,44.986162,-93.29886,"5",Near North,Near - North,"1","2",Westminster,"354","008019031822",8TH AVE N,IRVING AVE N,HUMBOLDT AVE N,RES,"2624","11",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","408",,,2012-11-01T00:00:00.000Z,"913",0.000175503151927199
-93.228273,44.928031,"4110",2019-02-13T00:00:00.000Z,4118 NOKOMIS AVE,44.928031,-93.228273,"12",Powderhorn,Standish,"6","2",Westminster,"3610","240704240414",NOKOMIS AVE S,42ND ST E,41ST ST E,RES,"2756","13",ASPHALT7,CRUSH.CONC,"1979",,"1999","3",,,"51","660",,,2013-06-03T00:00:00.000Z,"10309",3.61010281645817e-05
-93.249894,44.897929,"4111",2019-02-13T00:00:00.000Z,1630 58TH ST E,44.897929,-93.249894,"11",Nokomis,Diamond Lake,"6","2",Westminster,"10642","058401620182",58TH ST E,16TH AVE S,18TH AVE S,RES,"2687","11",ASPHALT7,CRUSH.CONC,"1978",,,,"2014",,"100","800",,,2014-11-01T00:00:00.000Z,"6349",1.20676740965558e-05
-93.305874,44.986404,"4112",2019-02-13T00:00:00.000Z,814 NEWTON AVE N,44.986404,-93.305874,"5",Near North,Near - North,"1","2",Westminster,"9818","240300802504",NEWTON AVE N,8TH AVE N,OAK PARK AVE N,RES,"2624","2",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","658",,,2012-11-01T00:00:00.000Z,"10172",0.000120901297132445
-93.298206,44.979886,"4113",2019-02-13T00:00:00.000Z,258 HUMBOLDT AVE N,44.979886,-93.298206,"5",Near North,Harrison,"3","2",Westminster,"6202","182200201709",HUMBOLDT AVE N,2ND AVE N,GLENWOOD AVE,RES,"2877","3",ASPHALT9,CLASS 5,"1994",,"1995","1",,,"76","639",,,2013-06-11T00:00:00.000Z,"8907",2.37519490190337e-05
-93.20839,44.969336,"4114",2019-02-13T00:00:00.000Z,12 BEDFORD ST SE,44.969336,-93.20839,"2",University,Prospect Park - East River Road,"4","2",Westminster,"10203","120831040048",BEDFORD ST SE,UNIVERSITY AVE SE,4TH ST SE,LOCAL,"339","1",ASPHALT9,S.GRAN.MAT.,"1979",,,,,"84",,"531",,,2008-07-16T00:00:00.000Z,"6758",4.22595794113306e-05
-93.29886,44.986162,"4115",2019-02-13T00:00:00.000Z,712 8TH AVE N,44.986162,-93.29886,"5",Near North,Near - North,"1","2",Westminster,"354","008019031822",8TH AVE N,IRVING AVE N,HUMBOLDT AVE N,RES,"2624","11",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","408",,,2012-11-01T00:00:00.000Z,"913",0.000175503151927199
-93.291795,45.008975,"4116",2019-02-13T00:00:00.000Z,2814 COLFAX AVE N,45.008975,-93.291795,"5",Near North,Hawthorne,"1","2",Westminster,"5413","133902700290",COLFAX AVE N,27TH AVE N,29TH AVE N,RES,"2883","2",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","655",,,2011-06-08T00:00:00.000Z,"7407",5.66815939217483e-06
-93.291792,44.954924,"4117",2019-02-13T00:00:00.000Z,2620 COLFAX AVE S,44.954924,-93.291792,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"2384","133802790269",COLFAX AVE S,27TH ST W,26TH ST W,RES,"2754","6",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","656",,,2014-11-01T00:00:00.000Z,"7458",7.67825296919003e-05
-93.255005,44.957627,"4118",2019-02-13T00:00:00.000Z,2446 14TH AVE S,44.957627,-93.255005,"9",Phillips,Midtown Phillips,"3","2",Westminster,"5918","014202540244",14TH AVE S,25TH ST E,24TH ST E,RES,"2985","8",ASPHALT7m,S.GRAN.MAT.,"1972","2003","2004","1",,,"76","650",,,2014-06-26T00:00:00.000Z,"1439",4.02411829189374e-05
-93.289216,44.953473,"4119",2019-02-13T00:00:00.000Z,2704 ALDRICH AVE S,44.953473,-93.289216,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"7907","110402890279",ALDRICH AVE S,28TH ST W,27TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","655",,,2014-11-01T00:00:00.000Z,"6674",0.000118083105908343
-93.303153,45.006634,"4120",2019-02-13T00:00:00.000Z,2618 LOGAN AVE N,45.006634,-93.303153,"5",Near North,Jordan,"1","2",Westminster,"4838","222102600270",LOGAN AVE N,26TH AVE N,27TH AVE N,RES,"2605","4",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","658",,,2013-05-27T00:00:00.000Z,"9536",3.79071576419228e-06
-93.291771,45.009157,"4121",2019-02-13T00:00:00.000Z,2820 COLFAX AVE N,45.009157,-93.291771,"5",Near North,Hawthorne,"1","2",Westminster,"5413","133902700290",COLFAX AVE N,27TH AVE N,29TH AVE N,RES,"2883","2",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","655",,,2011-06-08T00:00:00.000Z,"7407",1.88661621593304e-05
-93.28676,44.959517,"4122",2019-02-13T00:00:00.000Z,2318 GARFIELD AVE S,44.959517,-93.28676,"10",Powderhorn,Whittier,"3","2",Westminster,"4004","170102290249",GARFIELD AVE,22ND ST W,24TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8445",1.28690704688461e-05
-93.216037,44.946864,"4123",2019-02-13T00:00:00.000Z,3908 31ST ST E,44.946864,-93.216037,"2",Longfellow,Cooper,"6","2",Westminster,"8864","031403920402",31ST ST E,39TH AVE S,40TH AVE S,RES,"2713","16",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","331",,,2013-11-01T00:00:00.000Z,"3308",4.24821515116397e-05
-93.254998,44.955371,"4124",2019-02-13T00:00:00.000Z,2604 14TH AVE S,44.955371,-93.254998,"9",Phillips,Midtown Phillips,"3","2",Westminster,"507","014202740264",14TH AVE S,27TH ST E,26TH ST E,RES,"2635","17",ASPHALT7m,S.GRAN.MAT.,"1974",,"1999","3",,,"62","658",,,2013-08-08T00:00:00.000Z,"1437",1.39529106727174e-05
-93.322666,44.907802,"4125",2019-02-13T00:00:00.000Z,5240 ABBOTT AVE S,44.907802,-93.322666,"13",Southwest,Fulton,"5","2",Westminster,"3063","110105390529",ABBOTT AVE S,53RD ST W,52ND ST W,RES,2612S,"5",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","658",Sealcoat Exception: 50TH - 49TH ST WAS SEALCOATED IN 2004 ALSO.,,2013-09-19T00:00:00.000Z,"6572",1.580612134304e-05
-93.305568,44.988076,"4126",2019-02-13T00:00:00.000Z,1002 NEWTON AVE N,44.988076,-93.305568,"5",Near North,Near - North,"1","2",Westminster,"3450","240325040120",NEWTON AVE N,OAK PARK AVE N,12TH AVE N,RES,"2624","2",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","659",,,2012-11-01T00:00:00.000Z,"10173",0.0001740651002827
-93.291732,44.954984,"4127",2019-02-13T00:00:00.000Z,2618 COLFAX AVE S,44.954984,-93.291732,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"2384","133802790269",COLFAX AVE S,27TH ST W,26TH ST W,RES,"2754","6",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","656",,,2014-11-01T00:00:00.000Z,"7458",0.000136270336988645
-93.208583,44.969595,"4128",2019-02-13T00:00:00.000Z,6 BEDFORD ST SE,44.969595,-93.208583,"2",University,Prospect Park - East River Road,"4","2",Westminster,"10203","120831040048",BEDFORD ST SE,UNIVERSITY AVE SE,4TH ST SE,LOCAL,"339","1",ASPHALT9,S.GRAN.MAT.,"1979",,,,,"84",,"531",,,2008-07-16T00:00:00.000Z,"6758",5.86167375736923e-05
-93.303137,45.00743,"4129",2019-02-13T00:00:00.000Z,2646 LOGAN AVE N,45.00743,-93.303137,"5",Near North,Jordan,"1","2",Westminster,"4838","222102600270",LOGAN AVE N,26TH AVE N,27TH AVE N,RES,"2605","4",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","658",,,2013-05-27T00:00:00.000Z,"9536",2.34794594486114e-05
-93.228246,44.929965,"4130",2019-02-13T00:00:00.000Z,4014 NOKOMIS AVE,44.929965,-93.228246,"12",Powderhorn,Standish,"6","2",Westminster,"3611","240704140404",NOKOMIS AVE S,41ST ST E,40TH ST E,RES,"2756","13",ASPHALT7,CRUSH.CONC,"1979",,"1999","3",,,"51","660",,,2013-06-03T00:00:00.000Z,"10310",6.42009491293223e-05
-93.291732,44.954984,"4131",2019-02-13T00:00:00.000Z,2616 COLFAX AVE S,44.954984,-93.291732,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"2384","133802790269",COLFAX AVE S,27TH ST W,26TH ST W,RES,"2754","6",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","656",,,2014-11-01T00:00:00.000Z,"7458",0.000136270336988645
-93.286781,44.959269,"4132",2019-02-13T00:00:00.000Z,2320 GARFIELD AVE S,44.959269,-93.286781,"10",Powderhorn,Whittier,"3","2",Westminster,"4004","170102290249",GARFIELD AVE,22ND ST W,24TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8445",3.27093499092767e-05
-93.255044,44.95499,"4133",2019-02-13T00:00:00.000Z,2616 14TH AVE S,44.95499,-93.255044,"9",Phillips,Midtown Phillips,"3","2",Westminster,"507","014202740264",14TH AVE S,27TH ST E,26TH ST E,RES,"2635","17",ASPHALT7m,S.GRAN.MAT.,"1974",,"1999","3",,,"62","658",,,2013-08-08T00:00:00.000Z,"1437",5.64226720058349e-05
-93.289376,44.953165,"4134",2019-02-13T00:00:00.000Z,2718 ALDRICH AVE S,44.953165,-93.289376,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"7907","110402890279",ALDRICH AVE S,28TH ST W,27TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","655",,,2014-11-01T00:00:00.000Z,"6674",3.98333199256224e-05
-93.270465,44.908146,"4135",2019-02-13T00:00:00.000Z,5214 HAMPSHIRE DR,44.908146,-93.270465,"11",Nokomis,Page,"5","2",Westminster,"10410",18010534DEDN,HAMPSHIRE DR,53RD ST E,DEAD END (N),RES,"2639","3",ASPHALT7m,S.GRAN.MAT.,"1974",,,,"2013",,"100","613",,,2013-11-01T00:00:00.000Z,"8683",0.000340377712220888
-93.220402,44.909186,"4136",2019-02-13T00:00:00.000Z,5148 36TH AVE S,44.909186,-93.220402,"12",Nokomis,Minnehaha,"6","2",Westminster,"1791","036205240514",36TH AVE S,52ND ST E,51ST ST E,RES,"2703","2",ASPHALT7,CRUSH.CONC,"1985",,"1995","2",,,"59","660",,,2011-05-31T00:00:00.000Z,"3977",9.52363519636138e-05
-93.291749,44.955083,"4137",2019-02-13T00:00:00.000Z,2602 COLFAX AVE S,44.955083,-93.291749,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"2384","133802790269",COLFAX AVE S,27TH ST W,26TH ST W,RES,"2754","6",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","656",,,2014-11-01T00:00:00.000Z,"7458",0.000118429410006506
-93.28678,44.958292,"4138",2019-02-13T00:00:00.000Z,2424 GARFIELD AVE S,44.958292,-93.28678,"10",Powderhorn,Whittier,"3","2",Westminster,"11031","170102490259",GARFIELD AVE,24TH ST W,25TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","652",,,2012-09-27T00:00:00.000Z,"8446",2.44174500961855e-05
-93.270293,44.908206,"4139",2019-02-13T00:00:00.000Z,5214 HAMPSHIRE DR,44.908206,-93.270293,"11",Nokomis,Page,"5","2",Westminster,"10410",18010534DEDN,HAMPSHIRE DR,53RD ST E,DEAD END (N),RES,"2639","3",ASPHALT7m,S.GRAN.MAT.,"1974",,,,"2013",,"100","613",,,2013-11-01T00:00:00.000Z,"8683",0.000202292881621468
-93.288741,45.041045,"4140",2019-02-13T00:00:00.000Z,4726 CAMDEN AVE N,45.041045,-93.288741,"4",Camden,Lind - Bohanon,"1","2",Westminster,"8634","130504700480",CAMDEN AVE N,47TH AVE N,48TH AVE N,RES,"2739","8",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","650",,,2011-07-28T00:00:00.000Z,"7067",0.000133343975638738
-93.29176,45.01011,"4141",2019-02-13T00:00:00.000Z,2918 COLFAX AVE N,45.01011,-93.29176,"5",Near North,Hawthorne,"1","2",Westminster,"2413","133902900300",COLFAX AVE N,29TH AVE N,30TH AVE N,RES,"2883","2",ASPHALT7,CRUSH.CONC,"1993",,"1994","1",,,"72","657",,,2011-06-08T00:00:00.000Z,"7408",3.17745004416497e-05
-93.243763,45.006992,"4142",2019-02-13T00:00:00.000Z,1104 18 1/2 AVE NE,45.006992,-93.243763,"1",Northeast,Windom Park,"2","2",Westminster,"9057","418130051606",18 1/2 AVE NE,TAYLOR ST NE,FILLMORE ST NE,RES,"2645","14",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"79","401",,,2013-05-24T00:00:00.000Z,"1837",5.29243717408051e-05
-93.291824,44.955966,"4143",2019-02-13T00:00:00.000Z,2554 COLFAX AVE S,44.955966,-93.291824,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"8130","133802690259",COLFAX AVE S,26TH ST W,25TH ST W,RES,"2742","9",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","654",,,2014-07-02T00:00:00.000Z,"7459",3.72832926612991e-05
-93.208759,44.947362,"4144",2019-02-13T00:00:00.000Z,3026 45TH AVE S,44.947362,-93.208759,"2",Longfellow,Cooper,"6","2",Westminster,"8768","045203142203",45TH AVE S,31ST ST E,LAKE ST E,RES,"2713","9",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","560",,,2013-11-01T00:00:00.000Z,"5193",7.45015259099134e-06
-93.303274,44.978634,"4145",2019-02-13T00:00:00.000Z,228 LOGAN AVE N,44.978634,-93.303274,"5",Near North,Harrison,"3","2",Westminster,"7856","222113250020",LOGAN AVE N,CHESTNUT AVE W,2ND AVE N,RES,"2947","8",ASPHALT7,CEM.ST.SOIL,"1963","2001","2012","2",,,"76","678",,,2014-08-20T00:00:00.000Z,"9515",1.51110074880958e-05
-93.28679,44.958276,"4146",2019-02-13T00:00:00.000Z,2428 GARFIELD AVE S,44.958276,-93.28679,"10",Powderhorn,Whittier,"3","2",Westminster,"11031","170102490259",GARFIELD AVE,24TH ST W,25TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","652",,,2012-09-27T00:00:00.000Z,"8446",3.42895631758355e-05
-93.289293,44.953111,"4147",2019-02-13T00:00:00.000Z,2728 ALDRICH AVE S,44.953111,-93.289293,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"7907","110402890279",ALDRICH AVE S,28TH ST W,27TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","655",,,2014-11-01T00:00:00.000Z,"6674",4.35294498586235e-05
-93.227184,44.929706,"4148",2019-02-13T00:00:00.000Z,4022 31ST AVE S,44.929706,-93.227184,"12",Powderhorn,Standish,"6","2",Westminster,"1045","031204140404",31ST AVE S,41ST ST E,40TH ST E,RES,"2756","15",ASPHALT7,CRUSH.CONC,"1979",,"1999","3",,,"51","626",,,2013-06-03T00:00:00.000Z,"3251",0.000148458465291115
-93.217811,44.948742,"4149",2019-02-13T00:00:00.000Z,2946 38TH AVE S,44.948742,-93.217811,"2",Longfellow,Cooper,"4","2",Westminster,"2127","038222030294",38TH AVE S,LAKE ST E,29TH ST E,RES,"2789","2",ASPHALT7m,S.GRAN.MAT.,"1980",,"1994","2",,,"63","660",,,2014-08-13T00:00:00.000Z,"4261",2.08278018290417e-05
-93.29244,44.956919,"4150",2019-02-13T00:00:00.000Z,2516 COLFAX AVE S,44.956919,-93.29244,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"5674","025914181338",25TH ST W,DUPONT AVE S,COLFAX AVE S,RES,"2742","12",ASPHALT7,CRUSH.CONC,"1986",,"1998","2",,,"62","329",,,2014-07-02T00:00:00.000Z,"2496",0.000414054588779893
-93.228266,45.035178,"4151",2019-02-13T00:00:00.000Z,3646 MCKINLEY ST NE,45.035178,-93.228266,"1",Northeast,Waite Park,"2","2",Westminster,"4119",23140361DEDN,MCKINLEY ST NE,36TH AVE NE,DEAD END (N),RES,"2593","7",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"70","754",,,2012-09-27T00:00:00.000Z,"9900",6.34451778944273e-05
-93.291763,45.01456,"4152",2019-02-13T00:00:00.000Z,3246 COLFAX AVE N,45.01456,-93.291763,"4",Camden,McKinley,"1","2",Westminster,"9378","133922260330",COLFAX AVE N,LOWRY AVE N,33RD AVE N,RES,"2712","3",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","650",,,2012-04-26T00:00:00.000Z,"7411",4.45951501174419e-05
-93.286807,44.956482,"4153",2019-02-13T00:00:00.000Z,2526 GARFIELD AVE S,44.956482,-93.286807,"10",Powderhorn,Whittier,"3","2",Westminster,"4799","170102590269",GARFIELD AVE,25TH ST W,26TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8447",3.93893245568106e-05
-93.227019,44.929466,"4154",2019-02-13T00:00:00.000Z,4032 31ST AVE S,44.929466,-93.227019,"12",Powderhorn,Standish,"6","2",Westminster,"1045","031204140404",31ST AVE S,41ST ST E,40TH ST E,RES,"2756","15",ASPHALT7,CRUSH.CONC,"1979",,"1999","3",,,"51","626",,,2013-06-03T00:00:00.000Z,"3251",1.64496023935764e-05
-93.306988,44.987259,"4155",2019-02-13T00:00:00.000Z,908 OLIVER AVE N,44.987259,-93.306988,"5",Near North,Near - North,"1","2",Westminster,"9730","250725040080",OLIVER AVE N,OAK PARK AVE N,8TH AVE N,RES,"2624","1",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","659",,,2012-11-01T00:00:00.000Z,"10407",1.7338651028709e-05
-93.289291,44.952708,"4156",2019-02-13T00:00:00.000Z,2734 ALDRICH AVE S,44.952708,-93.289291,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"7907","110402890279",ALDRICH AVE S,28TH ST W,27TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","655",,,2014-11-01T00:00:00.000Z,"6674",4.82508657166717e-05
-93.208809,44.947516,"4157",2019-02-13T00:00:00.000Z,3026 45TH AVE S,44.947516,-93.208809,"2",Longfellow,Cooper,"6","2",Westminster,"8768","045203142203",45TH AVE S,31ST ST E,LAKE ST E,RES,"2713","9",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","560",,,2013-11-01T00:00:00.000Z,"5193",5.75885574323646e-05
-93.248768,44.95301,"4158",2019-02-13T00:00:00.000Z,2730 18TH AVE S,44.95301,-93.248768,"9",Phillips,East Phillips,"3","2",Westminster,"10605","018202840274",18TH AVE S,28TH ST E,27TH ST E,RES,"2635","25",ASPHALT7m,S.GRAN.MAT.,"1975",,"1999","3",,,"62","652",,,2013-08-08T00:00:00.000Z,"1803",0.000117671178815171
-93.322566,44.910074,"4159",2019-02-13T00:00:00.000Z,5116 ABBOTT AVE S,44.910074,-93.322566,"13",Southwest,Fulton,"5","2",Westminster,"3091","110105290519",ABBOTT AVE S,52ND ST W,51ST ST W,RES,2612S,"5",ASPHALT7,BIT.ST.SOIL,"1969",,"1998","3",,,"60","656",Sealcoat Exception: 50TH - 49TH ST WAS SEALCOATED IN 2004 ALSO.,,2013-09-19T00:00:00.000Z,"6573",9.71783144573021e-05
-93.293433,44.90016,"4160",2019-02-13T00:00:00.000Z,5646 DUPONT AVE S,44.90016,-93.293433,"13",Southwest,Kenny,"5","2",Westminster,"8195","141805790569",DUPONT AVE S,57TH ST W,56TH ST W,RES,"2791","7",ASPHALT7,CRUSH.CONC,"1984",,"1994","2",,,"63","660",,,2013-08-08T00:00:00.000Z,"7754",4.16276507215841e-05
-93.289078,45.040803,"4161",2019-02-13T00:00:00.000Z,4714 CAMDEN AVE N,45.040803,-93.289078,"4",Camden,Lind - Bohanon,"1","2",Westminster,"8634","130504700480",CAMDEN AVE N,47TH AVE N,48TH AVE N,RES,"2739","8",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","650",,,2011-07-28T00:00:00.000Z,"7067",0.000198215266165425
-93.23212,45.006634,"4162",2019-02-13T00:00:00.000Z,1818 ARTHUR ST NE,45.006634,-93.23212,"1",Northeast,Windom Park,"2","2",Westminster,"2741","111201810191",ARTHUR ST NE,18TH AVE NE,19TH AVE NE,RES,"2649","4",CONCRETE7,S.GRAN.MAT.,"1973",,,,,,"73","659",,,2012-07-12T00:00:00.000Z,"6701",7.08375067851685e-05
-93.286793,44.956387,"4163",2019-02-13T00:00:00.000Z,2528 GARFIELD AVE S,44.956387,-93.286793,"10",Powderhorn,Whittier,"3","2",Westminster,"4799","170102590269",GARFIELD AVE,25TH ST W,26TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8447",2.49017288669369e-05
-93.304414,45.006174,"4164",2019-02-13T00:00:00.000Z,2600 MORGAN AVE N,45.006174,-93.304414,"5",Near North,Jordan,"1","2",Westminster,"9955","233002600270",MORGAN AVE N,26TH AVE N,27TH AVE N,RES,"2605","3",CONCRETE7,S.GRAN.MAT.,"1969",,,,,,"66","658",,,2013-05-27T00:00:00.000Z,"10079",6.4134125946628e-06
-93.307035,44.98712,"4165",2019-02-13T00:00:00.000Z,902 OLIVER AVE N,44.98712,-93.307035,"5",Near North,Near - North,"1","2",Westminster,"9730","250725040080",OLIVER AVE N,OAK PARK AVE N,8TH AVE N,RES,"2624","1",ASPHALT7,CLASS 2,"1970",,,,"2012",,"100","659",,,2012-11-01T00:00:00.000Z,"10407",2.86049273977177e-05
-93.228277,45.034832,"4166",2019-02-13T00:00:00.000Z,3636 MCKINLEY ST NE,45.034832,-93.228277,"1",Northeast,Waite Park,"2","2",Westminster,"4119",23140361DEDN,MCKINLEY ST NE,36TH AVE NE,DEAD END (N),RES,"2593","7",CONCRETE7,S.GRAN.MAT.,"1967",,,,,,"70","754",,,2012-09-27T00:00:00.000Z,"9900",7.65698216167512e-05
-93.315099,45.020465,"4167",2019-02-13T00:00:00.000Z,2808 36TH AVE N,45.020465,-93.315099,"4",Camden,Cleveland,"1","2",Westminster,"1886","036032083106",36TH AVE N,VINCENT AVE N,UPTON AVE N,RES,"2630","15",CONCRETE7,S.GRAN.MAT.,"1971",,,,,,"73","328",,,2013-08-01T00:00:00.000Z,"3919",2.98672729584146e-06
-93.286791,44.956161,"4168",2019-02-13T00:00:00.000Z,2540 GARFIELD AVE S,44.956161,-93.286791,"10",Powderhorn,Whittier,"3","2",Westminster,"4799","170102590269",GARFIELD AVE,25TH ST W,26TH ST W,RES,"2812","1",ASPHALT7,CRUSH.CONC,"1982",,"2004","3",,,"71","653",,,2012-09-27T00:00:00.000Z,"8447",2.17413516989581e-05
-93.208778,44.947861,"4169",2019-02-13T00:00:00.000Z,3008 45TH AVE S,44.947861,-93.208778,"2",Longfellow,Cooper,"6","2",Westminster,"8768","045203142203",45TH AVE S,31ST ST E,LAKE ST E,RES,"2713","9",ASPHALT7,CRUSH.CONC,"1982",,,,"2013",,"100","560",,,2013-11-01T00:00:00.000Z,"5193",2.68986779897655e-05
-93.289187,44.952518,"4170",2019-02-13T00:00:00.000Z,2742 ALDRICH AVE S,44.952518,-93.289187,"10",Calhoun Isle,Lowry Hill East,"3","2",Westminster,"7907","110402890279",ALDRICH AVE S,28TH ST W,27TH ST W,RES,"2754","10",ASPHALT7,CRUSH.CONC,"1984",,,,"2014",,"100","655",,,2014-11-01T00:00:00.000Z,"6674",0.000153531565499293
-93.258451,44.896132,"4171",2019-02-13T00:00:00.000Z,1122 59TH ST E,44.896132,-93.258451,"11",Nokomis,Diamond Lake,"6","2",Westminster,"2375","059401120122",59TH ST E,11TH AVE S,12TH AVE S,RES,"2714","15",ASPHALT7,CRUSH.CONC,"1992",,"2014","2",,,"59","322",,,2012-10-01T00:00:00.000Z,"6427",1.34281654244755e-05
-93.288662,45.041368,"4172",2019-02-13T00:00:00.000Z,4738 CAMDEN AVE N,45.041368,-93.288662,"4",Camden,Lind - Bohanon,"1","2",Westminster,"8634","130504700480",CAMDEN AVE N,47TH AVE N,48TH AVE N,RES,"2739","8",ASPHALT7,CRUSH.CONC,"1984",,"2004","3",,,"75","650",,,2011-07-28T00:00:00.000Z,"7067",0.000205173036027225
-93.227494,44.946892,"4173",2019-02-13T00:00:00.000Z,3024 31ST ST E,44.946892,-93.227494,"2",Longfellow,Longfellow,"6","2",Westminster,"1585","031403020312",31ST ST E,30TH AVE S,31ST AVE S,RES,"2660","11",CONCRETE7,S.GRAN.MAT.,"1974",,,,,,"76","344",,,2014-08-01T00:00:00.000Z,"3299",4.22763435088512e-05
-93.291777,45.018862,"4174",2019-02-13T00:00:00.000Z,3510 COLFAX AVE N,45.018862,-93.291777,"4",Camden,McKinley,"1","2",Westminster,"2549","133903500360",COLFAX AVE N,35TH AVE N,36TH AVE N,RES,"2712","3",ASPHALT7,CRUSH.CONC,"1981",,"2006","3",,,"61","657",,,2012-04-26T00:00:00.000Z,"7414",3.70636083097659e-05
-93.207755,44.965152,"4175",2019-02-13T00:00:00.000Z,120 EMERALD ST SE,44.965152,-93.207755,"2",University,Prospect Park - East River Road,"4","2",Westminster,"8078","151416143104",EMERALD ST SE,FRANKLIN AVE SE,UNIVERSITY AVE SE,RES,"2685","15",ASPHALT9,S.GRAN.MAT.,"1979",,"1993","3",,,"85","1228",,,2013-07-18T00:00:00.000Z,"8046",1.56837161428793e-05
